area_sqft,bedrooms,age_years,distance_city_km,price_lakh,price_per_sqft,age_category
1180.0,2.0,23.0,9.9,74.0,6271.186440677966,Mid
2535.0,2.0,8.0,7.3,124.0,4891.5187376725835,New
885.0,5.0,9.0,8.7,84.6,9559.322033898305,New
2396.0,5.0,17.0,21.2,140.3,5855.592654424041,Mid
2250.0,4.0,36.0,20.1,127.8,5680.0,Old
1514.0,4.0,39.0,12.9,100.7,6651.254953764861,Old
2203.0,3.0,13.0,,117.0,5310.9396277803,Mid
1801.0,5.0,19.0,12.6,122.5,6801.776790671849,Mid
845.0,1.0,12.0,23.4,54.8,6485.207100591716,Mid
1733.0,5.0,5.0,7.4,131.1,7564.916330063474,New
1700.0,5.0,40.0,24.7,108.2,6364.705882352941,Old
1470.0,2.0,18.0,23.5,70.8,4816.326530612245,Mid
2110.0,4.0,15.0,18.9,107.0,5071.090047393365,Mid
2516.0,3.0,34.0,3.1,122.4,4864.864864864865,Old
1852.0,1.0,14.0,7.1,88.3,4767.818574514039,Mid
1639.0,10.0,40.0,13.0,111.2,6784.624771201952,Old
1364.0,5.0,39.0,22.3,106.0,7771.260997067448,Old
2477.0,2.0,38.0,6.4,134.0,5409.76988292289,Old
2553.0,,27.0,20.3,127.7,5001.958480219349,Mid
2948.0,5.0,17.0,15.6,162.9,5525.780189959294,Mid
1266.0,5.0,1.0,1.7,119.1,9407.582938388625,New
864.0,1.0,18.0,15.0,57.9,6701.388888888889,Mid
2487.0,4.0,21.0,13.6,145.6,5854.443104141536,Mid
2644.0,1.0,8.0,11.2,133.8,5060.514372163389,New
2964.0,5.0,26.0,22.2,163.9,5529.689608636977,Mid
1004.0,5.0,34.0,24.3,58.8,5856.573705179283,Old
648.0,4.0,19.0,3.2,45.9,7083.333333333333,Mid
838.0,5.0,33.0,16.3,90.8,10835.322195704057,Old
1657.0,3.0,39.0,19.1,72.6,4381.412190706094,Old
2394.0,3.0,1.0,19.6,136.7,5710.108604845446,New
2677.0,3.0,4.0,18.0,136.2,5087.784833769144,New
1786.0,3.0,28.0,12.2,118.9,6657.334826427772,Mid
820.0,2.0,4.0,11.4,42.0,5121.951219512195,New
1207.0,3.0,19.0,18.3,88.5,7332.2286661143335,Mid
1605.0,3.0,0.0,1.3,94.5,5887.85046728972,
964.0,5.0,5.0,19.8,93.1,9657.676348547719,New
2367.0,3.0,28.0,2.4,143.1,6045.627376425856,Mid
1052.0,1.0,29.0,24.8,56.4,5361.216730038022,Mid
2760.0,2.0,9.0,17.4,123.6,4478.260869565217,New
2148.0,4.0,37.0,20.3,110.6,5148.975791433892,Old
746.0,2.0,16.0,3.9,70.5,9450.402144772119,Mid
2074.0,1.0,29.0,11.3,87.7,4228.543876567021,Mid
1109.0,4.0,29.0,9.1,92.7,8358.881875563571,Mid
1942.0,2.0,11.0,13.4,100.0,5149.330587023687,Mid
1766.0,1.0,10.0,6.3,103.9,5883.352208380521,New
1709.0,2.0,2.0,24.5,87.4,5114.101813926272,New
1996.0,4.0,24.0,18.4,119.5,5986.973947895792,Mid
1506.0,3.0,31.0,24.2,73.0,4847.277556440903,Old
1669.0,5.0,5.0,22.1,136.0,8148.591971240264,New
2649.0,4.0,33.0,15.2,159.7,6028.690071725178,Old
2867.0,5.0,29.0,15.1,148.6,5183.1182420648765,Mid
2954.0,1.0,23.0,3.2,130.9,4431.279620853081,Mid
1510.0,4.0,21.0,23.5,103.7,6867.549668874172,Mid
989.0,5.0,15.0,9.4,106.5,10768.45298281092,Mid
1863.0,,13.0,18.8,103.0,5528.717122920021,Mid
1871.0,2.0,4.0,7.7,93.9,5018.706574024586,New
2508.0,4.0,39.0,9.8,142.3,5673.84370015949,Old
823.0,4.0,5.0,23.7,89.5,10874.848116646415,New
2611.0,1.0,10.0,4.3,120.2,4603.600153198008,New
2336.0,2.0,7.0,12.6,116.5,4987.157534246576,New
942.0,3.0,8.0,8.0,88.1,9352.441613588111,New
1619.0,2.0,40.0,16.2,89.7,5540.457072266831,Old
1389.0,2.0,16.0,5.0,69.4,4996.400287976962,Mid
1770.0,2.0,9.0,7.5,79.9,-15980.000000000002,New
867.0,4.0,5.0,9.5,66.1,7623.990772779699,New
2435.0,5.0,9.0,12.5,142.0,5831.622176591376,New
1898.0,2.0,4.0,8.5,95.6,5036.880927291886,New
1075.0,4.0,8.0,1.8,82.7,7693.023255813953,New
1766.0,4.0,26.0,5.4,116.6,6602.4915062287655,Mid
2085.0,1.0,27.0,17.9,98.7,4733.812949640288,Mid
1584.0,4.0,29.0,4.2,98.2,6199.49494949495,Mid
1687.0,5.0,9.0,19.3,111.7,6621.221102548903,New
1433.0,2.0,4.0,7.3,107.2,7480.809490579204,New
691.0,2.0,1.0,15.8,48.5,7018.813314037627,New
1562.0,4.0,21.0,24.6,103.8,6645.326504481434,Mid
1311.0,4.0,4.0,,95.1,7254.004576659039,New
2045.0,2.0,28.0,14.7,103.4,5056.234718826406,Mid
1464.0,5.0,4.0,19.5,112.9,7711.748633879782,New
1696.0,2.0,22.0,22.6,77.9,4593.160377358491,Mid
1902.0,4.0,24.0,22.0,113.4,5962.145110410094,Mid
1255.0,4.0,25.0,18.7,106.8,8509.96015936255,Mid
1816.0,1.0,23.0,18.0,78.7,4333.700440528634,Mid
1860.0,4.0,20.0,19.5,119.1,6403.225806451613,Mid
1071.0,5.0,6.0,23.6,75.6,7058.823529411764,New
2514.0,4.0,35.0,3.9,136.3,5421.638822593477,Old
2968.0,5.0,13.0,24.0,158.3,5333.55795148248,Mid
2863.0,3.0,35.0,3.7,123.9,4327.628361858191,Old
1215.0,3.0,22.0,23.7,55.4,4559.6707818930045,Mid
856.0,5.0,37.0,10.7,82.2,9602.803738317756,Old
759.0,5.0,2.0,1.4,82.4,10856.38998682477,New
2723.0,2.0,15.0,6.3,138.1,5071.6121924348145,Mid
846.0,2.0,3.0,20.8,71.9,8498.817966903074,New
1090.0,3.0,40.0,15.4,69.6,6385.32110091743,Old
1147.0,1.0,14.0,,92.3,8047.079337401918,Mid
1660.0,1.0,5.0,5.3,106.7,6427.710843373494,New
1086.0,5.0,27.0,1.9,80.9,7449.355432780848,Mid
1174.0,2.0,37.0,2.9,70.4,5996.592844974447,Old
2397.0,1.0,40.0,2.9,118.1,4926.9920734251145,Old
1902.0,2.0,1.0,24.5,89.9,4726.603575184017,New
1647.0,4.0,36.0,24.2,89.1,5409.836065573771,Old
2344.0,3.0,3.0,24.2,120.4,5136.518771331058,New
893.0,2.0,15.0,5.2,67.5,7558.790593505039,Mid
2529.0,5.0,35.0,17.1,139.2,5504.151838671411,Old
2480.0,5.0,21.0,2.5,142.2,5733.870967741935,Mid
2070.0,2.0,22.0,10.2,106.9,5164.251207729469,Mid
1623.0,3.0,14.0,8.9,102.6,6321.626617375231,Mid
2743.0,3.0,20.0,4.3,135.7,4947.1381698869845,Mid
2431.0,1.0,28.0,6.5,98.5,4051.830522418758,Mid
2563.0,5.0,25.0,1.8,156.2,6094.420600858369,Mid
1930.0,1.0,16.0,17.4,96.0,4974.093264248705,Mid
957.0,1.0,19.0,9.5,67.1,7011.494252873562,Mid
2848.0,2.0,32.0,11.2,138.4,4859.550561797752,Old
798.0,4.0,10.0,18.3,74.3,9310.77694235589,New
799.0,4.0,40.0,1.1,69.7,8723.404255319148,Old
923.0,3.0,30.0,22.3,50.1,5427.95232936078,Mid
1386.0,2.0,24.0,9.0,75.5,5447.330447330447,Mid
1399.0,2.0,16.0,4.2,83.2,5947.10507505361,Mid
1290.0,4.0,0.0,6.1,74.4,5767.441860465117,
1238.0,4.0,35.0,18.0,63.0,5088.8529886914375,Old
2264.0,4.0,12.0,5.2,139.1,6143.992932862191,Mid
1408.0,1.0,36.0,1.7,70.5,5007.102272727273,Old
1646.0,3.0,8.0,3.8,114.0,6925.88092345079,New
1336.0,2.0,25.0,12.4,80.6,6032.934131736526,Mid
1770.0,2.0,40.0,6.5,112.8,,Old
1221.0,4.0,32.0,6.4,69.8,5716.625716625716,Old
1880.0,4.0,28.0,21.1,120.4,6404.255319148936,Mid
1074.0,5.0,35.0,8.1,84.4,7858.472998137802,Old
2191.0,3.0,15.0,13.3,121.3,5536.284801460521,Mid
